"col1","col2","col3","col4","col5","col6","col7","col8"
"04462-2025","12/17/2025 8:45 PM","12/17/2025 8:00 PM","Criminal Mischief","Third North Hall","Washington Square","A student reported criminal mischief.","Closed/ Referred to Office of Student Conduct & Community Standards"
"04446-2025","12/16/2025 12:17 PM","12/16/2025 11:57 AM","Liquor Law Violation","Gramercy Green Residence Hall","Washington Square","A student reported possession of alcohol.","Closed/ Referred to Office of Student Conduct & Community Standards"
"2025-3667","12/16/2025 7:01 PM","12/15/2025 11:00 PM - 12/16/2025 6:30 PM","Harassment","School of Social Work","Washington Square","A staff member reported Harassment.","Open"
"04414-2025","12/13/2025 7:21 PM","12/12/2025 10:22 PM","Liquor Law Violation (x10)","Lafayette Hall","Washington Square","An RA reported underage possession of alcohol.","Closed/ Referred to Office of Student Conduct & Community Standards"
"04393-2025","12/15/2025 9:17 AM","12/12/2025 2:00 PM","Drug Law Violation","Palladium Residence Hall","Washington Square","An RA reported a Drug Law Violation.","Closed/ Referred to Office of Student Conduct & Community Standards"
"2025-3653","12/15/2025 3:09 PM","12/15/2025 2:00 PM - 12/15/2025 2:30 PM","Larceny","Academic Resource Center","Washington Square","A student reported missing property.","Open"
"2025-3652","12/15/2025 3:28 PM","12/15/2025 3:00 PM","Harassment","370 Jay Street","Brooklyn Commons","A student reported Harassment.","Open"
"2025-3649","12/15/2025 2:05 PM","12/15/2025 2:05 PM - 12/15/2025 2:12 PM","Harassment","Schwartz Hall","Kips Bay","A visitor reported Harassment.","Closed/ Referred to NYPD"
"2025-3641","12/15/2025 6:10 AM","12/15/2025 5:44 AM - 12/15/2025 6:20 AM","Criminal Trespass","726 Broadway","Washington Square","A staff member reported a Criminal Trespass.","Closed/ Referred to NYPD"
"2025-3640","12/15/2025 4:42 AM","12/15/2025 4:20 AM - 12/15/2025 4:35 PM","Loitering","University Hall","Washington Square","A Campus Safety Officer reported Loitering.","Closed/ Referred to NYPD"
"2025-3631","12/12/2025 11:13 PM","12/12/2025 4:00 PM - 12/12/2025 8:00 PM","Larceny","15 Washington Place","Washington Square","An NYU affiliate reported missing property.","Open"
"2025-3620","12/12/2025 9:45 AM","12/11/2025 10:00 PM","Larceny","Bobst Library","Washington Square","A student reported missing property.","Open"
"04390-2025","12/12/2025 10:03 AM","09-01-2025 - 12/12/2025 8:00 AM","Public Lewdness","Coral Towers Residence Hall","Washington Square","A student reported Public Lewdness.","Open"
"2025-3616","12/11/2025 3:44 PM","12/10/2025 10:15 PM - 12/11/2025 12:10 PM","Larceny","Founders Residence Hall","Washington Square","A student reported a Larceny.","Open"
"2025-3614","12/11/2025 1:19 PM","12-11-2025 - 12/11/2025 11:50 AM","Larceny","Paulette Goddard Hall","Washington Square","A student reported a Larceny.","Open"
"2025-3613","12/11/2025 12:37 PM","12/10/2025 5:27 PM - 12/10/2025 8:00 PM","Larceny","Hayden Residence Hall","Washington Square","A student reported a Larceny.","Open"
"2025-3607","12/10/2025 11:13 AM","12/10/2025 9:52 AM - 12-10-2025","Harassment","Schwartz Hall","Kips Bay","A student reported Harassment.","Open"
"2025-3605","12/10/2025 10:01 AM","11-20-2025 - 12/10/2025 10:00 AM","Larceny","726 Broadway","Washington Square","A staff member reported a Larceny.","Open"
"04344-2025","12-09-2025 5;07 PM","12/07/2025 8:27 PM - 12-07-2025","Criminal Mischief","Carlyle Court Residence Hall","Washington Square","A student reported Criminal Mischief.","Open"
"2025-3601","12/09/2025 7:24 PM","12/09/2025 4:57 PM - 12/09/2025 5:09 PM","Larceny","Tisch Hall","Washington Square","A student reported a Larceny.","Open"
"2025-3600","12-09-2025 7;40 PM","09-12-2025 N/A - N/A","Criminal Mischief/Use of a Hate Symbol","Dibner Library","Brooklyn Commons","A student reported Criminal Mischief/Use of a Hate Symbol.","Open"
"2025-3587","12/08/2025 2:42 PM","12/08/2025 2:34 PM - 12/08/2025 3:31 PM","Loitering","Rubin Residence Hall","Washington Square","A campus safety officer reported Loitering.","Closed/Referred to NYPD"
"04301-2025","12/07/2025 10:38 PM","10-15-2025 - 12-07-2025","Stalking","Bobst Library","Washington Square","A student reported Stalking","Closed/Referred to Office of Student Conduct & Community Standards"
"04288-2025","12/07/2025 1:23 AM","12/07/2025 12:19 AM - 12-07-2025","Liquor Law Violation","Palladium Residence Hall","Washington Square","A student reported a Liquor Law Violation. x3","Closed/Referred to Office of Student Conduct & Community Standards"
"2025-3577","12/08/2025 1:23 AM","12/08/2025 12:00 AM - 12/08/2025 12:30 AM","Larceny","Lipton Residence Hall","Washington Square","A student reported a Larceny.","Open"
"2025-3571","12/07/2025 2:30 PM","12/06/2025 9:30 PM - 12-06-2025","Harassment","Washington Square Park","Washington Square","A student reported Harassment.","Open"
"2025-3570","12/07/2025 1:29 PM","12/07/2025 10:00 AM - 12/07/2025 12:00 PM","Larceny","111 2nd Avenue","Washington Square","A student reported a Larceny.","Open"
"2025-3562","12/06/2025 5:15 PM","12/06/2025 4:45 PM - 12/06/2025 5:15 PM","Larceny","Gramercy Green Residence Hall","Washington Square","A student reported a Larceny.","Open"
"2025-3559","12/06/2025 4:44 AM","12/05/2025 9:30 PM - 12/05/2025 6:52 AM","Larceny - Extortion","2 Washington Square Village","Washington Square","A student reported a Larceny.","Closed/Referred to NYPD"
"2025-3552","12/04/2025 3:15 PM","12/03/2025 5:00 PM - 12/04/2025 7:00 PM","Larceny","School of Social Work","Washington Square","An employee reported a Larceny.","Open"
"2025-3550","12/05/2025 10:00 AM","12/05/2025 8:50 AM - 12/05/2025 9:30 AM","Larceny","Kimmel Center","Washington Square","An employee reported a Larceny.","Open"
"04259-2025","12/05/2025 1:23 AM","11-24-2025 - 11-26-2025","Larceny","Othmer Residence Hall","Brooklyn Commons","A student reported a Larceny.","Open"
"2025-3540","12/04/2025 3:44 PM","12/04/2025 3:30 PM - 12/04/2025 3:45 PM","Harassment","Palladium Residence Hall","Washington Square","A staff member reported Harassment.","Open"
"2025-3536","12/04/2025 10:58 AM","12/04/2025 9:20 AM - 12/04/2025 9:20 AM","Harassment","Mercer Street (Between Bleecker Street & W 3rd Street)","Washington Square","A student reported Harassment.","Open"
"2025-3535","12/04/2025 10:15 AM","11/29/2025 8:55 AM","Harassment","Alumni Relations","Washington Square","A staff member reported Harassment.","Open"
"2025-3529","12/03/2025 3:28 PM","12/03/2025 2:43 PM - 12/03/2025 3:28 PM","Disorderly Conduct","Weissman Hall","Kips Bay","A staff member reported Disorderly Conduct.","Open"
"2025-3523","12/03/2025 11:11 AM","11-26-2025 - 11-30-2025","Larceny","Carlyle Court Residence Hall","Washington Square","A student reported a Larceny.","Open"
"2025-3516","12/02/2025 1:40 PM","11/26/2025 4:00 PM - 12-02-2025","Larceny","Weissman Hall","Kips Bay","A student reported a Larceny.","Open"
"2025-3511","12/02/2025 9:18 AM","12/02/2025 6:00 AM - 12/02/2025 7:00 AM","Burglary","2 Washington Square Village","Washington Square","A staff member reported a Burglary.","Closed/Referred to NYPD"
"2025-3510","12/02/2025 9:43 AM","12/01/2025 11:00 PM - 12/02/2025 8:00 AM","Burglary","2 Washington Square Village","Washington Square","A staff member reported a Burglary.","Closed/Referred to NYPD"
"2025-3509","12/02/2025 10:14 AM","12/02/2025 6:00 AM - 12/02/2025 7:00 AM","Burglary","2 Washington Square Village","Washington Square","A staff member reported a Burglary.","Closed/Referred to NYPD"
"2025-3502","12/01/2025 2:29 PM","12/01/2025 2:20 PM - 12-01-2025","Harassment","404 Lafayette Street","Washington Square","A student reported Harassment. x2","Open"
"2025-3501","12/01/2025 1:55 PM","11/30/2025 9:00 PM - 12/01/2025 1:00 PM","Larceny","Palladium Residence Hall","Washington Square","A student reported a Larceny.","Open"
