"col1","col2","col3","col4","col5","col6","col7","col8"
"2024-2944","10/25/24 05:23 PM","10/25/24 05:00 PM - 10/25/24 05:26 PM","Criminal Trespass","238 Thompson Street","Washington Square","A staff member reported a Criminal Trespass.","Open"
"2024-2941","10/25/24 05:04 PM","10/25/24 03:26 PM - 10/25/24 03:40 PM","Criminal Trespass","Kimmel Center","Washington Square","A staff member reported a Criminal Trespass.","Open"
"2024-2939","10/25/24 03:14 PM","10/24/24 12:00 AM - 10/25/24 12:00 AM","Larceny","Dibner Library","Brooklyn Commons","A staff member reported a Larceny.","Open"
"2024-2935","10/25/24 08:00 AM","10/24/24 11:00 AM - 10/24/24 08:00 PM","Larceny","Kimmel Center","Washington Square","A student reported missing property.","Closed"
"2024-2931","10/24/24 05:01 PM","10/24/24 05:01 PM - 10/24/24 05:35 PM","Criminal Trespass","Shimkin Hall","Washington Square","An employee reported a Criminal Trespass.","Closed"
"2024-2930","10/24/24 03:30 PM","10/24/24 02:30 PM - 10/24/24 03:30 PM","Larceny","708 Broadway","Washington Square","A student reported missing property.","Closed"
"2024-2923","10/23/24 08:00 PM","10/23/24 01:35 PM - 10/23/24 01:40 PM","Harassment","Kimmel Center","Washington Square","A Campus Safety Officer reported Harassment.","Closed"
"03162-2024","10/23/24 07:25 PM","10/23/24 07:24 PM - 10/23/24 07:25 PM","Unlawful Imprisonment","Broome Street Residence Hall","Washington Square","A student reported Unlawful Imprisonment.","Open"
"2024-2916","10/23/24 12:38 PM","10/22/24 05:30 PM - 10/23/24 12:15 PM","Larceny","Weinstein Hall","Washington Square","A staff member reported missing property.","Open"
"03133-2024","10/21/24 03:38 PM","10/10/24 12:00 PM","Criminal Mischief","Carlyle Court Residence Hall","Washington Square","A staff member reported property damage.","Open"
"03132-2024","10/21/24 03:01 PM","10/14/24 08:00 AM","Harassment","Carlyle Court Residence Hall","Washington Square","A student reported Harassment.","Open"
"2024-2908","10/22/24 08:30 PM","10/22/24 06:30 PM - 10/22/24 06:35 PM","Larceny","Washington Square Park","Washington Square","A student reported stolen property.","Closed"
"2024-2907","10/22/24 04:35 PM","10/22/24 03:45 PM - 10/22/24 04:11 PM","Harassment","Washington Square Park","Washington Square","An employee reported Harassment.","Closed"
"2024-2893","10/22/24 06:03 PM","08/30/24 02:00 PM - 10/15/24 06:43 PM","Stalking","Palladium Residence Hall","Washington Square","A student reported Stalking.","Open"
"2024-2888","10/21/24 05:17 PM","10/18/24 05:00 PM - 10/19/24 09:00 AM","Found Property (reclassified from Larceny 10.29.24)","Bobst Library","Washington Square","A staff member reported missing property.","Closed"
"2024-2885","10/21/24 01:45 PM","10/16/24 01:00 PM - 10/16/24 01:05 PM","Larceny","Vanderbilt Hall","Washington Square","A student reported missing property.","Closed"
"2024-2882","10/21/24 12:30 PM","10/21/24 12:10 PM","Harassment","6 Metrotech Center","Brooklyn Commons","A student reported Harassment.","Open"
"2024-2877","10/20/24 07:14 PM","10/20/24 06:10 PM - 10/20/24 06:13 PM","Harassment","Silver Building","Washington Square","A student reported Harassment.","Closed"
"03099-2024","10/19/24 09:06 PM","10/05/24 02:40 AM","Larceny","Palladium Residence Hall","Washington Square","A student reported missing property.","Open"
"03087-2024","10/18/24 07:00 PM","10/17/24 - 10/18/24","Larceny","Gramercy Green Residence Hall","Washington Square","A Non-NYU reported missing property.","Open"
"2024-2869","10/19/24 04:30 PM","10/19/24 02:50 PM - 10/19/24 03:05 PM","Found Property (reclassified from Larceny on 10.23)","Steinhardt Education Building","Washington Square","A student reported missing property.","Closed"
"2024-2864","10/19/24 02:15 PM","10/16/24 - 10/19/24","Harassment","Othmer Residence Hall","Brooklyn Commons","A student reported Harassment.","Open"
"2024-2857","10/18/24 10:31 PM","10/18/24 09:30 PM - 10/18/24 10:25 PM","Larceny","Founders Hall","Washington Square","A student reported missing property.","Open"
"2024-2854","10/18/24 06:45 PM","10/18/24 05:30 PM - 10/18/24 06:30 PM","Larceny","Palladium Residence Hall","Washington Square","A student reported missing property.","Closed"
"2024-2853","10/18/24 05:20 PM","10/18/24 04:50 PM - 10/18/24 05:20 PM","Larceny","Paulson Center - Exterior","Washington Square","A contractor reported missing property.","Closed"
"2024-2852","10/18/24 04:00 PM","10/18/24 09:20 AM - 10/18/24 04:00 PM","Found Property (reclassified from Larceny on 10.23)","721 Broadway","Washington Square","A student reported missing property.","Closed"
"2024-2844","10/17/24 08:21 PM","10/17/24 12:00 PM - 10/17/24 08:00 PM","Larceny","Rogers Hall - Exterior","Brooklyn Commons","A student reported a Larceny.","Open"
"2024-2842","10/17/24 03:53 PM","10/17/24 11:30 AM","Harassment","Vanderbilt Hall - Exterior","Washington Square","A student reported Harassment.","Closed"
"2024-2724","10/07/24 11:32 PM","10/07/24 07:50 PM - 10/07/24 10:03 PM","Larceny","LaGuardia Place and West 3rd Street","Washington Square","A student reported a Larceny.","Closed"
"2024-2826","10/16/24 02:53 PM","10/16/24 12:00 PM - 10/16/24 04:35 PM","Loitering","Paulson Center","Washington Square","A campus safety officer reported Loitering.","Closed"
"02969-2024","10/16/24 03:09 PM","09/27/24","Stalking","Gramercy Green Residence Hall","Washington Square Park","A student reported a Stalking.","Closed/ Referred to Title IX"
"2024-2820","10/15/24 10:05 PM","10/15/24 08:45 PM - 10/15/24 10:00 PM","Larceny","Rogers Hall - Exterior","Brooklyn Commons","A student reported a Larceny.","Closed"
"2024-2814","10/15/24 12:00 AM","10/15/24 05:00 PM - 10/15/24 05:24 PM","Criminal Mischief","5 Washington Place - Exterior","Washington Square","A student reported Criminal Mischief.","Closed/ Referred to NYPD"
"2024-2800","10/14/24 01:04 PM","10/14/24 12:20 PM - 10/14/24 02:35 PM","Criminal Mischief","2 Washington Square Village - Exterior","Washington Square","An individual reported Criminal Mischief.","Closed/ Referred to NYPD"
"2024-2794","10/14/24 09:21 AM","10/14/24 09:23 AM","Bomb Threat/ Falsely Reporting an Incident","400 Lafayette Street","Washington Square","Two staff members reported separately receiving identical bomb threats via email.","Closed/ Referred to NYPD"
"03017-2024","10/14/24 02:01 AM","10/14/24 01:56 AM","Liquor Law Violation","Founders Residence Hall","Washington Square","A student reported a Liquor Law Violation.","Closed/ Referred to Office of Student Conduct & Community Standards"
"2024-2786","10/12/24 03:30 PM","10/06/24","Larceny","Palladium Residence Hall","Washington Square","A student reported a Larceny.","Closed"
"2024-2785","10/12/24 12:18 PM","10/12/24 11:00 AM","Harassment","University Place & Waverly Place","Washington Square","A student reported Harassment.","Closed"
"2024-2782","10/11/24 05:14 PM","10/11/24","Harassment","Palladium Residence Hall - Exterior","Washington Square","A student reported Harassment.","Closed"
"2024-2780","10/11/24 04:47 PM","10/07/24","Harassment","Weinstein Residence Hall - Exterior","Washington Square","A student reported Harassment.","Open"
"2024-2778","10/11/24 03:30 PM","10/11/24 03:00 PM","Harassment","Warren Weaver Hall - Exterior","Washington Square","A student reported Harassment.","Closed"
"2024-2777","10/11/24 01:19 PM","10/11/24 01:12 PM - 10/11/24 03:10 PM","Aggravated Harassment","726 Broadway","Washington Square","A student reported Aggravated Harassment.","Closed/ Referred to NYPD"
"2024-2772","10/11/24 08:14 AM","10/11/24 08:05 AM - 10/11/24 08:08 AM","Criminal Trespass","Weinstein Residence Hall","Washington Square","A campus safety officer reported a Criminal Trespass.","Closed"
"02974-2024","10/10/24 11:25 PM","10/10/24 11:20 PM","Liquor Law Violation","Third North Residence Hall","Washington Square","A student reported a Liquor Law Violation. x13","Closed/ Referred to Office of Student Conduct & Community Standards"
"2024-2766","10/10/24 03:28 PM","10/10/24 09:35 AM - 10/10/24 03:00 PM","Motor Vehicle Theft","238 Thompson - Exterior","Washington Square","A student reported a Motor Vehicle Theft.","Closed/ Referred to NYPD"
"2024-2756","10/09/24 09:48 PM","10/09/24 06:00 PM - 10/09/24 06:30 PM","Larceny","726 Broadway","Washington Square","A student reported a Larceny.","Closed"
"2024-2731","10/08/24 12:14 PM","10/08/24 07:00 AM - 10/08/24 11:45 AM","Criminal Mischief","Bobst Library - Exterior","Washington Square","A campus safety officer reported Criminal Mischief.","Open"
"2024-2727","10/08/24 09:47 AM","10/07/24 07:55 AM - 10/07/24 10:35 AM","Larceny","Rogers Hall - Exterior","Brooklyn Commons","A staff member reported a Larceny.","Open"
"02930-2024","10/08/24 11:03 AM","10/06/24","Larceny","Palladium Residence Hall","Washington Square","A student reported a Larceny.","Open"
"2024-2723","10/07/24 09:26 PM","10/07/24 07:10 AM - 10/07/24 08:40 PM","Motor Vehicle Theft","Schwartz Hall - Exterior","Kips Bay & Langone","A student reported a Motor Vehicle Theft.","Closed"
"2024-2719","10/07/24 04:39 PM","10/04/24 03:30 PM - 10/06/24 05:00 PM","Motor Vehicle Theft","West 4th St & Greene Street","Washington Square","A student reported a Motor Vehicle theft.","Closed"
"2024-2717","10/07/24 02:53 PM","10/07/24 03:10 PM","Criminal Mischief","Vanderbilt Hall","Washington Square","An individual reported Criminal Mischief.","Closed"
"2024-2713","10/07/24 01:28 PM","10/06/24 11:00 PM - 10/07/24 12:45 PM","Larceny","Bobst Library - Exterior","Washington Squar","A student reported a Larceny.","Closed"
"2024-2711","10/07/24 12:30 PM","10/07/24","Larceny","Schwartz Plaza","Washington Square","An individual reported a Larceny.","Open"
"2024-2710","10/07/24 11:26 AM","10/07/24 11:00 AM","Larceny","University Residence Hall - Exterior","Washington Square","A student reported a Larceny.","Closed"
"2024-2709","10/07/24 10:47 AM","10/07/24 09:00 AM - 10/07/24 10:40 AM","Motor Vehicle Theft","Kimball Hall - Exterior","Washington Square","A student reported a Motor Vehicle Theft.","Closed"
"2024-2707","10/07/24 05:47 AM","10/07/24","Harassment","404 Lafayette","Washington Square","A student reported Harassment.","Closed"
"2024-2697","10/06/24 02:56 PM","10/06/24 02:45 PM","Fondling","Palladium Residence Hall - Exterior","Washington Square","A student reported Fondling.","Closed"
"2024-2695","10/06/24 07:43 AM","10/06/24 07:38 AM - 10/06/24 08:38 AM","Criminal Mischief","Pless Hall - Exterior","Washington Square","A campus safety officer reported Criminal Mischief.","Closed/ Referred to NYPD"
"2024-2693","10/05/24 06:30 PM","10/05/24 06:15 PM - 10/05/24","Harassment","Washington Square Park","Washington Square","A student reported Harassment.","Closed"
"2024-2692","10/05/24 04:47 PM","10/05/24 01:50 PM - 10/05/24 04:30 PM","Motor Vehicle Theft","Rogers Hall - Exterior","Brooklyn Commons","A student reported a Motor Vehicle Theft.","Closed/ Referred to NYPD"
"2024-2690","10/05/24 12:14 PM","10/05/24 03:30 PM - 10/05/24 04:59 PM","Harassment/ Disorderly Conduct","Kimmel Center","Washington Square","A student reported Harassment/Disorderly Conduct.","Closed"
"2024-2685","10/04/24 09:10 PM","10/02/24 12:00 AM - 10/04/24 08:40 PM","Larceny","Paulson Center","Washington Square","A student reported a Larceny. (x2)","Closed"
"2024-2684","10/04/24 07:43 PM","10/04/24 07:26 PM - 10/04/24","Harassment","Vanderbilt Hall - Exterior","Washington Square","A student reported Harassment.","Open"
"2024-2676","10/04/24 11:58 AM","09/26/24 12:00 PM - 09/26/24","Larceny","Kimmel Center","Washington Square","A student reported a Larceny.","Closed"
"2024-2666","10/03/24 05:19 PM","10/03/24 05:18 PM - 10/03/24 05:31 PM","Criminal Mischief","Rubin Residence Hall - Exterior","Washington Square","A campus safety officer reported Criminal Mischief.","Closed"
"2024-2665","10/03/24 04:54 PM","10/03/24 04:15 PM - 10/03/24 05:35 PM","Harassment","1 Washington Square Village","Washington Square","An individual reported Harassment.","Closed/ Referred to NYPD"
"2024-2664","10/03/24 04:11 PM","10/03/24 09:40 AM - 10/03/24 04:00 PM","Larceny","Rodgers Hall - Exterior","Brooklyn Commons","A student reported a Larceny.","Open"
"2024-2663","10/03/24 04:06 PM","10/02/24 09:00 PM - 10/02/24 10:00 PM","Larceny","Paulson Center","Washington Square","A student reported a Larceny.","Closed"
"2024-2662","10/03/24 02:40 PM","10/02/24 08:00 AM - 10/02/24 06:10 PM","Larceny","Rodgers Hall - Exterior","Brooklyn Commons","A student reported a Larceny.","Open"
"2024-2658","10/03/24 11:07 AM","10/03/24 11:05 AM","Simple Assault","Schwartz Hall","Kips Bay","An individual reported a Simple Assault.","Closed/ Referred to NYPD"
"2024-2643","10/01/24 09:17 PM","10/01/24 08:40 PM - 10/01/24 09:10 PM","Larceny","Bobst Library","Washington Square","An individual reported a Larceny.","Closed/ Referred to NYPD"
"2024-2641","10/01/24 09:01 PM","09/29/24 07:00 AM - 09/29/24 08:00 PM","Larceny","Bobst Library","Washington Square","A student reported a Larceny.","Closed"
"02799-2024","10/01/24 01:16 AM","09/30/24 10:37 PM","Robbery","1 University Place - Exterior","Washington Square","A student reported a Robbery.","Open"
