"col1","col2","col3","col4","col5","col6","col7","col8"
"2025-0189","01-27-2025 6:26 PM","01-27-2025 6:25 PM 01-27-2025 6:50 PM","Criminal Trespass","10 Washington Mews","Washington Square","A contractor reported a Criminal Trespass.","Closed/ Referred to NYPD"
"2025-0187","01-27-2025 5:30 PM","01-27-2025 5:05 PM","Harassment","Ireland House - Exterior","Washington Square","A staff member reported Harassment.","Closed"
"2025-0186","01-27-2025 2:37 PM","01-21-2025 12:00 PM 01-27-2025 2:03 PM","Larceny","Paulson Center","Washington Square","A staff member reported missing property.","Closed"
"2025-0185","01-27-2025 1:45 PM","01-27-2025 1:37 PM 01-27-2025 1:40 PM","Larceny","Paulson Center","Washington Square","A student reported missing property.","Closed"
"2025-0180","01-27-2025 9:53 AM","01-27-2025 9:00 AM N/A","Fondling","Lafayette Street and East 4th Street","Washington Square","A student reported a Fondling.","Closed"
"2025-0169","01-25-2025 9:33 PM","01-25-2025 6:50 PM 01-25-2025 9:18 PM","Larceny","Othmer Hall","Brooklyn Commons","A student reported missing property.","Open"
"2025-0163","01-25-2025 12:04 AM","01-03-2025 8:00 AM 01-25-2025 2:20 AM","Larceny","Lafayette Hall","Washington Square","A student reported stolen property.","Closed/ Referred to NYPD"
"2025-0157","01-24-2025 2:48 PM","01-24-2025 01-24-2025 2:48 PM","Harassment","Broadway near Grace Church on 10th Stre","Washington Square","A student reported Harassment.","Closed"
"2025-0150","01-24-2025 7:45 AM","01-20-2025 5:45 PM 01-20-2025 5:55 PM","Disorderly Conduct","561 LaGuardia","Washington Square","A Campus Safety Officer reported Disorderly Conduct.","Closed"
"2025-0146","1/23/2025 9:03 PM","1/23/2025 1:56 PM - 1/23/2025 9:00 PM","Larceny","Coral Towers","Washington Square","A student reported a larceny","Closed"
"2025-0138","01-22-2025 4:19 PM","01-25-2025 - 01-22-2025","Harassment","Weinstein Hall","Washington Square","A student reported Harassment.","Open"
"2025-0133","01-22-2025 12:47 PM","01-17-2025 12:19 PM 01-17-2025 8:00 PM","Larceny","15 Washington Place","Washington Square","A staff member reported missing property.","Closed"
"2025-0132","01-22-2025 10:28 AM","01-22-2025 10:28 AM - 01-22-2025 11:44 PM","Disorderly Conduct","Schwartz Hall","Kips Bay","A student reported Disorderly Conduct.","Closed/ Referred to NYPD"
"OEO-2025- 001","01-22-2025 4:07 pm","01-21-2025 5:51 pm","Criminal Mischief","Washington Square Park, north entrance","Washington Square","A staff member reported a social media showing vandalism.","Open"
"2025-0116","01-17-2025 8:46 pm","01-08-2025 9:00 am - 01-17-2025 10:00 am","Harassment","Kaufman Management Center","Washington Square","Staff reported harassing phone calls.","Closed"
"2025-0122","1/21/2025 4:10 PM","1/21/2025 2:33 PM - 1/21/2025 4:28 PM","Harassment and Loitering","45 West 4th St.","Washington Square","A Starbucks employee reported harassment and loitering.","Closed"
"2025-0116","1/17/2025 8:46 PM","1/8/2025 9:00 AM - 1/17/2025 10:00 AM","Harassment","Kaufman Management Center","Washington Square","Staff reported harassing phone calls.","Open"
"2025-0094","1/17/2025 1:53 PM","1/9/2025 12:00 PM","Public Lewdness","6 MetroTech","Brooklyn Commons","A student reported public lewdness.","Closed/ Referred to Title IX"
"00075-2025","1/20/2025 4:27 PM","1/20/2025 4:05 PM","Larceny","Founders Hall","Washington Square","A Resident Assistant reported a larceny.","Closed/ Referred to Office of Student Conduct & Community Standards"
"00068-2025","1/20/2025 12:59 AM","1/19/2025 12:00 PM - 01/19/2025 10:41 pm","Simple Assault","Brittany Hall","Washington Square","A student reported a simple assault.","Closed/ Referred to Office of Student Conduct & Community Standards"
"00067-2025","1/19/2025 11:54 PM","1/19/2025 11:05 PM","Liquor Law Violation","Third North","Washington Square","A Resident Assistant reported a Liquor Law Violation (16x).","Closed/ Referred to Office of Student Conduct & Community Standards"
"2025-0102","1/19/2025 2:38 PM","1/19/2025 2:38 PM","Criminal Trespass","Meyer Hall","Washington Square","A Campus Safety Officer reported a Criminal Trespass.","Closed"
"2025-0099","1/18/2025 7:43 PM","1/18/2025 3:02 PM","Traffic Law Violation","Paulson Center exterior","Washington Square","A Campus Safety Officer reported a hit and run accident.","Closed"
"2025-0098","1/18/2025 6:00 PM","01-07-2025 - 01-08-2025","Larceny","Lafayette Hall","Washington Square","A student reported a larceny.","Open"
"2025-0084","1/16/2025 9:48 AM","1/14/2025 12:01 PM - 1/15/2025 9:46 AM","Larceny","Rogers Hall","Brooklyn Commons","An employee reported a larceny.","Open"
"2025-0083","1/15/2025 3:30 PM","1/15/2025 3:29 PM","Harassment","721 Broadway, exterior on Waverly Place","Washington Square","A faculty member reported harassment.","Open"
"2025-0082","1/15/2025 3:10 PM","1/15/2025 2:10 PM","Fondling / Harassment","Washington Square Park","Washington Square","Two students reported Fondling / Harassment.","Open"
"2025-0081","1/15/2025 3:07 PM","1/15/2025 2:15 PM","Harassment","Sullivan Street at West 3rd Street","Washington Square","A faculty member reported Harassment.","Open"
"2025-0080","1/15/2025 1:58 PM","1/15/2025 1:56 PM","Criminal Mischief","Carlyle Court - Exterior","Washington Square","A staff member reported Criminal Mischief.","Closed/ Referred to NYPD"
"2025-0078","1/15/2025 12:10 PM","1/15/2025 12:06 PM","Fondling","Washington Square Park","Washington Square","A student reported a Fondling.","Closed/ Referred to NYPD"
"IRVS 2025-001","1/14/2025 3:54 PM","1/11/2025 3:12 AM","Criminal Mischief","Bronfman Center (exterior)","Washington Square","NYPD reported a damaged car.","Closed/ Referred to NYPD"
"00049-2025","1/14/2025 12:44 PM","1/1/2025 - 1/3/2025","Stalking","Silver Center","Washington Square","A student reported stalking.","Closed/ Referred to Title IX"
"2025-0071","1/14/2025 3:25 PM","1/14/2025 3:25 PM - 1/14/2025 3:40 PM","Disorderly Conduct","Schwartz Hall","Kips Bay","A staff member reported disorderly conduct.","Open"
"2025-0063","1/13/2025 3:54 PM","1/13/2025 2:45 PM","Traffic Law Violation","2 Washington Square Village (exterior)","Washington Square","A staff member reported a hit and run accident.","Closed"
"2025-0062","1/13/2025 3:18 PM","1/13/2025 2:35 PM","Larceny","Palladium Hall","Washington Square","A student reported lost money.","Closed"
"00032-2025","01-10-2025 2:38 pm","01-09-2025 8:25 pm","Criminal Mischief","Paulson Center","Washington Square","A student reported vandalism.","Closed/ Referred to Office of Student Conduct & Community Standards"
"2025-0052","01-11-2025 7:30 pm","01-11-2025 2:45 pm","Robbery","20 Astor Place (exterior)","Washington Square","A student reported a robbery.","Closed/ Referred to NYPD"
"2025-0051","01-11-2025 8:40 am","01-11-2025 8:10 am","Criminal Mischief","721 Broadway exterior","Washington Square","A Campus Safety Officer reported vandalism.","Closed/ Referred to NYPD"
"2025-0049","01-11-2025 4:01 am","01-11-2025 3:55 am","Criminal Mischief","Meyer Hall exterior","Washington Square","A Campus Safety Officer witnessed vandalism.","Closed"
"2025-0048","01-10-2025 11:06 pm","10-09-2024","Fondling","380 2nd Avenue","Kips Bay","A student reported fondling (x2).","Open"
"2025-0046","01-10-2025 5:05 pm","01-10-2025 12:40 pm - 01-10-2025 3:40 pm","Larceny","Bobst Library","Washington Square","A student reported a theft.","Open"
"2025-0044","01-10-2025 4:06pm","01-08-2025 4:30pm - 01-09-2025 7:00pm","Larceny","Palladium Hall","Washington Square","A student reported items taken from the laundry room.","Closed"
"2025-0041","1/9/2025 8:25 PM","1/9/2025 8:25 PM","Criminal Mischief","Paulson Center","Washington Square","A student reported destruction of property.","Closed"
"2025-0036","1/9/2025 12:02 PM","1/9/2025 11:57 AM","Harassment","NYU Bookstore - Exterior","Washington Square","A staff member reported Harassment.","Open"
"2025-0023","1/6/2025 9:26 AM","1/6/2025 9:35 AM - 1/6/2025 11:25 AM","Bomb Threat / Falsely Reporting an Incident","400 Lafayette Street","Washington Square","A staff member reported a Bomb Threat / Falsely Reporting an Incident.","Closed / Referred to NYPD"
"2025-0016","1/3/2025 3:46 pm","1/3/2025 3:36 PM - 1/3/2025 3:43 PM","Criminal Trespass","Shimkin Hall","Washington Square","A Campus Safety Officer reported Criminal Trespass.","Closed"
"2025-0013","1/3/2025 2:19 pm","12/19/2024 10:00 AM - 12/22/2024 9:24 AM","Larceny","Kimmel Center - Exterior","Washington Square","A student reported stolen property.","Closed"
"2025-0007","1/2/2025 6:48 pm","1/2/2025 6:40 PM - 1/2/2025 7:08 PM","Loitering","370 Jay Street","Brooklyn Commons","A Campus Safety Officer reported Loitering.","Closed"
